tiempo,carga,extension_de_traccion,esfuerzo_de_traccion,deformacion,deformacion_media,desplazamiento_deformacion_uno,desplazamiento_deformacion_dos
20.4,381.91436,1.69953,9.54786,0,0,0.33109,0
20.5,383.79121,1.70891,9.59478,0,0,0.33283,0
20.6,385.66804,1.71656,9.6417,0,0,0.3346,0
20.7,387.42889,1.72469,9.68572,0,0,0.3362,0
20.8,388.88648,1.73328,9.72216,0,0,0.33767,0
20.9,390.77271,1.74125,9.76932,0,0,0.33949,0
21,392.4944,1.75047,9.81236,0,0,0.34116,0
21.1,394.04365,1.75766,9.85109,0,0,0.34277,0
21.2,396.06625,1.76703,9.90166,0,0,0.34444,0
21.3,397.66254,1.77484,9.94156,0,0,0.34613,0
21.4,399.40849,1.78359,9.98521,0,0,0.34777,0
21.5,401.08315,1.79156,10.02708,0,0,0.3493,0
21.6,402.8887,1.80031,10.07222,0,0,0.3511,0
21.7,404.55079,1.80859,10.11377,0,0,0.3526,0
21.8,406.13222,1.81609,10.15331,0,0,0.35413,0
21.9,407.79668,1.82547,10.19492,0,0,356,0
22,409.54654,1.83312,10.23866,0,0,0.35778,0
22.1,411.58954,1.84219,10.28974,0,0,0.35936,0
22.2,412.93111,1.84984,10.32328,0,0,0.36102,0
22.3,414.80954,1.85859,10.37024,0,0,0.36267,0
22.4,416.52182,1.86687,10.41305,0,0,0.36421,0
22.5,418.44724,1.87453,10.46118,0,0,0.36604,0
22.6,420.17596,1.88344,10.5044,0,0,0.36755,0
22.7,421.79809,1.89156,10.54495,0,0,0.36904,0
22.8,423.39438,1.90047,10.58486,0,0,0.37059,0
22.9,425.02987,1.90797,10.62575,0,0,0.37227,0
23,426.78211,1.91687,10.66955,0,0,0.37416,0
23.1,428.45518,1.92484,10.71138,0,0,0.37553,0
23.2,430.27718,1.93328,10.75693,0,0,0.37748,0
23.3,431.84524,1.94156,10.79613,0,0,0.37905,0
23.4,433.55045,1.95,10.83876,0,0,0.38067,0
23.5,435.27214,1.95906,10.8818,0,0,0.38204,0
23.6,436.77203,1.96625,10.9193,0,0,0.38349,0
23.7,438.86127,1.97531,10.97153,0,0,0.38555,0
23.8,440.30161,1.98328,11.00754,0,0,0.38692,0
23.9,442.24034,1.99187,11.05601,0,0,0.38867,0
24,443.67439,2,11.09186,0,0,0.38999,0
24.1,445.16097,2.00828,11.12902,0,0,0.39171,0
24.2,447.07153,2.01687,11.17679,0,0,0.39338,0
24.3,448.73599,2.02469,11.2184,0,0,0.39503,0
24.4,450.37852,2.03328,11.25946,0,0,0.39668,0
24.5,451.93797,2.04141,11.29845,0,0,0.39849,0
24.6,453.75056,2.05047,11.34376,0,0,0.40012,0
24.7,455.12035,2.05812,11.37801,0,0,0.40156,0
24.8,457.25894,2.06687,11.43147,0,0,0.40344,0
24.9,458.76666,2.07484,11.46917,0,0,0.40487,0
25,460.37082,2.08297,11.50927,0,0,0.40639,0
25.1,462.0627,2.09172,11.55157,0,0,0.40799,0
25.2,463.81652,2.09969,11.59541,0,0,0.40963,0
25.3,465.3587,2.10906,11.63397,0,0,0.41145,0
25.4,466.77478,2.11656,11.66937,0,0,0.41297,0
25.5,468.78876,2.12531,11.71972,0,0,0.41475,0
25.6,470.41718,2.13312,11.76043,0,0,0.41616,0
25.7,472.21878,2.14156,11.80547,0,0,0.41809,0
25.8,473.59485,2.14984,11.83987,0,0,0.41962,0
25.9,475.34239,2.15828,11.88356,0,0,0.42096,0
26,477.07581,2.16687,11.9269,0,0,0.42292,0
26.1,478.7066,2.17453,11.96766,0,0,0.42429,0
26.2,480.33111,2.18391,12.00828,0,0,0.42596,0
26.3,481.64995,2.19125,12.04125,0,0,0.42753,0
26.4,483.60126,2.20031,12.09003,0,0,0.4292,0
26.5,484.87,2.20812,12.12175,0,0,0.43077,0
26.6,486.8424,2.21687,12.17106,0,0,0.43252,0
26.7,488.11897,2225,12.20297,0,0,0.43392,0
26.8,490.06557,2.23266,12.25164,0,0,0.43559,0
26.9,491.61329,2.24203,12.29033,0,0,0.43712,0
27,493.21661,2.24984,12.33041,0,0,0.43884,0
27.1,494.79175,2.25891,12.36979,0,0,0.44044,0
27.2,496.61845,2.26656,12.41546,0,0,0.44214,0
27.3,498.31187,2.27547,12.4578,0,0,0.44379,0
27.4,499.82355,2.28328,12.49559,0,0,0.44553,0
27.5,501.26077,2.29141,12.53152,0,0,0.44679,0
27.6,502.92755,2.29984,12.57319,0,0,0.44839,0
27.7,504.50112,2.30812,12.61253,0,0,0.4503,0
27.8,506.32078,2.31719,12.65802,0,0,0.45194,0
27.9,507.78072,2.32453,12.69452,0,0,0.45339,0
28,509.50004,2.33391,12.7375,0,0,0.45508,0
28.1,510.97483,2.34156,12.77437,0,0,0.45684,0
28.2,512.75687,2.34984,12.81892,0,0,0.45859,0
28.3,514.17998,2.35828,12.8545,0,0,0.46007,0
28.4,515.78488,2.36641,12.89462,0,0,0.46177,0
28.5,517.20408,2.37547,12.9301,0,0,0.46328,0
28.6,518.82388,2.38266,12.9706,0,0,0.46492,0
28.7,520.71949,2.39203,13.01799,0,0,0.46654,0
28.8,522.47564,2.39984,13.06189,0,0,0.46798,0
28.9,524.02415,2.40859,13.1006,0,0,0.46989,0
29,525.36419,2.41656,13.1341,0,0,0.47135,0
29.1,527.15093,2.42531,13.17877,0,0,0.47296,0
29.2,528.49567,2.43359,13.21239,0,0,0.47459,0
29.3,529.98769,2.44109,13.24969,0,0,0.47633,0
29.4,531.99227,2.45047,13.29981,0,0,0.47794,0
29.5,533.41696,2.45812,13.33542,0,0,0.47943,0
29.6,535.00696,2.46719,13.37517,0,0,0.48128,0
29.7,536.2859,2.47469,13.40715,0,0,0.4827,0
29.8,538.23874,2.48359,13.45597,0,0,0.48455,0
29.9,539.56076,2.49172,13.48902,0,0,0.48598,0
30,541.18056,2.49937,13.52951,0,0,0.48762,0
30.1,542.6107,2.50828,13.56527,0,0,0.48911,0
30.2,544.31045,2.51656,13.60776,0,0,0.49089,0
30.3,545.97021,2.52547,13.64925,0,0,0.49258,0
30.4,547.19895,2.53312,13.67997,0,0,0.49386,0
30.5,549.06951,2.54187,13.72674,0,0,0.49565,0
30.6,550.69402,2.54984,13.76735,0,0,0.4971,0
30.7,552.03722,2.55828,13.80093,0,0,0.49888,0
30.8,553.62722,2.56656,13.84068,0,0,0.50041,0
30.9,555.14593,2575,13.87865,0,0,0.50224,0
31,556.80177,2.58391,13.92004,0,0,0.50391,0
31.1,558.24528,2.59125,13.95613,0,0,0.5054,0
31.2,559.72398,2.60031,13.9931,0,0,0.50726,0
31.3,561.29759,2.60828,14.03244,0,0,0.50888,0
31.4,562.92131,2.61687,14.07303,0,0,0.51037,0
31.5,564.26055,2625,14.10651,0,0,0.51213,0
31.6,565.91402,2.63328,14.14785,0,0,0.51351,0
31.7,567.45154,2.64187,14.18629,0,0,0.5152,0
31.8,568.95772,2.64969,14.22394,0,0,0.51684,0
31.9,570.42469,2.65828,14.26062,0,0,0.51831,0
32,571.81255,2.66641,14.29531,0,0,0.51976,0
32.1,573.62826,2.67547,14.34071,0,0,0.52159,0
32.2,574.6909,2.68312,14.36727,0,0,0.52284,0
32.3,576.63983,2.69187,14416,0,0,0.52478,0
32.4,577.91797,2.69984,14.44795,0,0,0.52624,0
32.5,579.45545,2.70797,14.48639,0,0,0.5282,0
32.6,581.08936,2.71672,14.52723,0,0,0.52966,0
32.7,582.59945,2.72469,14.56499,0,0,0.53165,0
32.8,584.23104,2.73406,14.60578,0,0,0.53312,0
32.9,585.5687,2.74156,14.63922,0,0,0.53456,0
33,586.89779,2.75047,14.67244,0,0,0.53643,0
33.1,588.44546,2.75812,14.71114,0,0,0.53773,0
33.2,590.35993,2.76656,14759,0,0,0.53988,0
33.3,591.54402,2775,14.7886,0,0,0.54095,0
33.4,593.11995,2.78328,14828,0,0,0.54291,0
33.5,594.42315,2.79187,14.86058,0,0,0.54425,0
33.6,595.93716,2.79953,14.89843,0,0,0.54588,0
33.7,597.42844,2.80891,14.93571,0,0,0.54778,0
33.8,598.87036,2.81625,14.97176,0,0,0.54922,0
33.9,600.60378,2.82531,15.01509,0,0,0.55099,0
34,601.84351,2.83328,15.04609,0,0,0.55253,0
34.1,603.28855,2.84187,15.08221,0,0,0.55441,0
34.2,604.69676,2.85,15.11742,0,0,0.55577,0
34.3,606.21314,2.85766,15.15533,0,0,0.55757,0
34.4,607.94419,2.86687,15.1986,0,0,0.55932,0
34.5,609.18941,2.87484,15.22974,0,0,0.56077,0
34.6,610.68302,2.88391,15.26708,0,0,0.56249,0
34.7,612.08028,2.89172,15.30201,0,0,0.56399,0
34.8,613.64914,2.90047,15.34123,0,0,0.56585,0
34.9,615.02601,2.90828,15.37565,0,0,0.56732,0
35,616.31748,2.91641,15.40794,0,0,0.56902,0
35.1,617.75311,2.92484,15.44383,0,0,0.5707,0
35.2,619.31647,2.93312,15.48291,0,0,0.57234,0
35.3,620.7882,2.94219,15.5197,0,0,0.57388,0
35.4,622.03496,2.94953,15.55087,0,0,0.57548,0
35.5,623.75348,2.95891,15.59384,0,0,0.57746,0
35.6,625.1249,2.96656,15.62812,0,0,0.57884,0
35.7,626.54875,2.97484,15.66372,0,0,0.58069,0
35.8,627.83631,2.98328,15.69591,0,0,0.58217,0
35.9,629.41378,2.99141,15.73534,0,0,0.58382,0
36,630.91684,3.00047,15.77292,0,0,0.58532,0
36.1,631.93869,3.00766,15.79847,0,0,0.58693,0
36.2,633.60315,3.01703,15.84008,0,0,0.58875,0
36.3,635.15794,3.02484,15.87895,0,0,0.59047,0
36.4,636.7879,3.03344,15.9197,0,0,0.59207,0
36.5,637.67498,3.04156,15.94187,0,0,0.59351,0
36.6,639.36375,3.05031,15.98409,0,0,0.59541,0
36.7,640.6466,3.05859,16.01616,0,0,597,0
36.8,642.0305,3.06609,16.05076,0,0,0.59844,0
36.9,643.22399,3.07531,16.0806,0,0,0.60026,0
37,644.91043,3.08297,16.12276,0,0,0.60171,0
37.1,646.31631,3.09219,16.15791,0,0,0.6035,0
37.2,647.33815,3.09984,16.18345,0,0,0.60497,0
37.3,648.99088,3.10859,16.22477,0,0,0.60664,0
37.4,650.3066,3.11687,16.25767,0,0,0.60843,0
37.5,651515,3.12453,16.28787,0,0,0.60984,0
37.6,653.01727,3.13328,16.32543,0,0,0.61143,0
37.7,654.51949,3.14156,16.36299,0,0,0.61325,0
37.8,655.81254,3.15047,16.39531,0,0,0.61477,0
37.9,656.86652,3.15797,16.42166,0,0,0.61627,0
38,658.66187,3.16687,16.46655,0,0,0.61813,0
38.1,659.83105,3.17484,16.49578,0,0,0.61951,0
38.2,661.33724,3.18328,16.53343,0,0,0.62161,0
38.3,662.62479,3.19156,16.56562,0,0,0.62304,0
38.4,664.1286,3.20016,16.60321,0,0,0.62476,0
38.5,665.36283,3.20906,16.63407,0,0,0.62637,0
38.6,666.73658,3.21625,16.66842,0,0,0.62801,0
38.7,668.04057,3.22531,16.70101,0,0,0.62985,0
38.8,669.51695,3.23344,16.73792,0,0,0.63151,0
38.9,670.78099,3.24187,16.76953,0,0,0.63318,0
39,671.89452,3.25,16.79736,0,0,0.63482,0
39.1,673.29099,3.25828,16.83228,0,0,0.6366,0
39.2,674.65766,3.26672,16.86644,0,0,638,0
39.3,676.1278,3.27453,16.90319,0,0,0.63957,0
39.4,677.23822,3.28328,16.93096,0,0,0.64133,0
39.5,678.74286,3.29141,16.96857,0,0,0.64313,0
39.6,680.21533,3.30047,17.00538,0,0,0.64492,0
39.7,681.03815,3.30812,17.02595,0,0,0.6462,0
39.8,682.75356,3.31687,17.06884,0,0,0.64804,0
39.9,683.88982,3.32484,17.09725,0,0,0.6497,0
40,685.48615,3.33297,17.13715,0,0,0.65146,0
40.1,686.57305,3.34172,17.16433,0,0,0.65304,0
40.2,687.98596,3.34984,17.19965,0,0,0.65462,0
40.3,689.22569,3.35906,17.23064,0,0,0.65649,0
40.4,690.2758,3.36656,17.2569,0,0,0.65812,0
40.5,691.59856,3.37547,17.28996,0,0,0.65994,0
40.6,692.82344,3.38328,17.32059,0,0,0.66128,0
40.7,694.21674,3.39156,17.35542,0,0,0.66326,0
40.8,695.17358,3.39984,17.37934,0,0,0.6647,0
40.9,696.87176,3.40812,17.42179,0,0,0.66652,0
41,698.04015,3.41687,17451,0,0,0.6681,0
41.1,699.38959,3.42453,17.48474,0,0,0.66972,0
41.2,700.81507,3.43391,17.52038,0,0,0.67136,0
41.3,701.70606,3.44125,17.54265,0,0,0.67307,0
41.4,703.4434,3.45031,17.58608,0,0,0.67499,0
41.5,704.43237,3.45828,17.61081,0,0,0.67653,0
41.6,705.79904,3.46687,17.64498,0,0,0.67832,0
41.7,706.83975,3475,17.67099,0,0,0.67981,0
41.8,708.01601,3.48266,17.7004,0,0,0.6816,0
41.9,709.61541,3.49187,17.74039,0,0,0.68343,0
42,710.47037,3.49969,17.76176,0,0,0.68497,0
42.1,711.86526,3.50891,17.79663,0,0,0.68667,0
42.2,712.94042,3.51672,17.82351,0,0,0.68838,0
42.3,714.33769,3.52531,17.85844,0,0,0.69024,0
42.4,715.45439,3.53328,17.88636,0,0,0.69182,0
42.5,716.7513,3.54141,17.91878,0,0,0.69358,0
42.6,718.00831,3.55,17.95021,0,0,0.69523,0
42.7,719.14694,3.55828,17.97867,0,0,0.6967,0
42.8,720.54416,3.56719,18.0136,0,0,0.69846,0
42.9,721.33485,3.57453,18.03337,0,0,0.70008,0
43,722.95545,3.58406,18.07389,0,0,0.7022,0
43.1,723.84253,3.59156,18.09606,0,0,0.70359,0
43.2,725.45214,3.59969,18.1363,0,0,0.70548,0
43.3,726.3714,3.60828,18.15928,0,0,0.70709,0
43.4,727.6691,3.61641,18.19173,0,0,0.70879,0
43.5,728.73798,3.62547,18.21845,0,0,0.71049,0
43.6,729.91583,3.63266,18.2479,0,0,0.71217,0
43.7,731.21744,3.64203,18.28044,0,0,0.71394,0
43.8,732.29107,3.64984,18.30728,0,0,0.71557,0
43.9,733.62952,3.65859,18.34074,0,0,0.71738,0
44,734.52368,3.66672,18.36309,0,0,0.7191,0
44.1,735.88565,3.67531,18.39714,0,0,0.72082,0
44.2,736.90829,3.68359,18.42271,0,0,0.72258,0
44.3,737.91295,3.69125,18.44782,0,0,0.72406,0
44.4,739.29685,3.70047,18.48242,0,0,0.72604,0
44.5,740.20904,3.70797,18.50523,0,0,0.72787,0
44.6,741.51065,3.71719,18.53777,0,0,0.72929,0
44.7,742.16658,3.72469,18.55416,0,0,0.73117,0
44.8,743.59518,3.73359,18.58988,0,0,0.73292,0
44.9,744.75026,3.74187,18.61876,0,0,0.7347,0
45,745.89676,3.74953,18.64742,0,0,0.73646,0
45.1,746.76033,3.75844,18.66901,0,0,0.73806,0
45.2,748.06041,3.76641,18.70151,0,0,0.73986,0
45.3,749.35812,3.77547,18.73395,0,0,0.74161,0
45.4,750.10494,3.78312,18.75262,0,0,0.7431,0
45.5,751.2663,3.79187,18.78166,0,0,745,0
45.6,752.07972,3.79984,18.80199,0,0,0.74691,0
45.7,753.59764,3.80828,18.83994,0,0,0.74864,0
45.8,754.27862,3.81656,18.85697,0,0,0.75022,0
45.9,755.81931,3825,18.89548,0,0,0.75186,0
46,756.65307,3.83391,18.91633,0,0,0.75381,0
46.1,757.56684,3.84109,18.93917,0,0,0.75545,0
46.2,758.75875,3.85031,18.96897,0,0,0.75725,0
46.3,759.65291,3.85828,18.99132,0,0,0.75893,0
46.4,760.82917,3.86687,19.02073,0,0,0.76081,0
46.5,761.82596,3875,19.04565,0,0,0.76243,0
46.6,762.96302,3.88328,19.07408,0,0,0.76412,0
