tiempo,carga,extension_de_traccion,esfuerzo_de_traccion,deformacion,deformacion_media,desplazamiento_deformacion_uno,desplazamiento_deformacion_dos
15.2,292.54467,1.26625,7.31362,0,0,0.25361,0
15.3,294.48497,1.27562,7.36212,0,0,0.25675,0
15.4,296.18863,1.28328,7.40472,0,0,0.25698,0
15.5,298.05214,1.29219,7.4513,0,0,0.25952,0
15.6,299.8851,1.30031,7.49713,0,0,0.26039,0
15.7,301.98526,1.30859,7.54963,0,0,0.26288,0
15.8,303.79863,1.31687,7.59497,0,0,0.26325,0
15.9,305.55869,1.32469,7.63897,0,0,0.26576,0
16,307.25293,1.33344,7.68132,0,0,0.26648,0
16.1,309.23479,1.34156,7.73087,0,0,0.26853,0
16.2,311.08577,1.35062,7.77714,0,0,0.26983,0
16.3,312.89677,1.35812,7.82242,0,0,0.27143,0
16.4,314.91311,1.36734,7.87283,0,0,0.27312,0
16.5,316.73587,1375,7.9184,0,0,0.27443,0
16.6,318.47635,1.38297,7.96191,0,0,0.27613,0
16.7,320.15257,1.39187,8.00381,0,0,0.27751,0
16.8,322.04194,1.39969,8.05105,0,0,0.27944,0
16.9,323.90074,1.40906,8.09752,0,0,0.28071,0
17,325.39831,1.41625,8.13496,0,0,0.28232,0
17.1,327.57213,1.42547,8.1893,0,0,0.28353,0
17.2,329.12611,1.43344,8.22815,0,0,0.28583,0
17.3,331.28271,1.44156,8.28207,0,0,0.28671,0
17.4,332.82179,1.45016,8.32055,0,0,0.28876,0
17.5,334.7151,1.45859,8.36788,0,0,0.2896,0
17.6,336.33411,1.46734,8.40835,0,0,0.29205,0
17.7,338.28774,1.47469,8.45719,0,0,0.29251,0
17.8,340.32522,1.48406,8.50813,0,0,0.29505,0
17.9,342.03122,1.49156,8.55078,0,0,0.29549,0
18,344.13296,1.50047,8.60332,0,0,0.29816,0
18.1,345.57253,1.50828,8.63931,0,0,0.29847,0
18.2,347.62961,1.51672,8.69074,0,0,0.30113,0
18.3,349.25882,1.52547,8.73147,0,0,0.30173,0
18.4,351.08863,1.53281,8.77722,0,0,0.30396,0
18.5,352.90434,1.54187,8.82261,0,0,0.30478,0
18.6,354.74433,1.54984,8.86861,0,0,0.30709,0
18.7,356.48639,1.55891,8.91216,0,0,0.30785,0
18.8,358.15008,1.56656,8.95375,0,0,0.31004,0
18.9,360.20873,1.57531,9.00522,0,0,0.31097,0
19,361.75877,1.58344,9.04397,0,0,0.31302,0
19.1,363.81036,1.59141,9.09526,0,0,0.31415,0
19.2,365.51089,1.6,9.13777,0,0,0.31601,0
19.3,367.38536,1.60859,9.18463,0,0,0.3171,0
19.4,369.04514,1.61766,9.22613,0,0,0.31905,0
19.5,370.68843,1.62484,9.26721,0,0,0.32001,0
19.6,372.75334,1.63375,9.31883,0,0,0.32204,0
19.7,374.24385,1.64172,9.3561,0,0,0.32345,0
19.8,376.17947,1.65,9.40449,0,0,0.32489,0
19.9,377.89643,1.65844,9.44741,0,0,0.32638,0
20,379.89237,1.66656,9.49731,0,0,0.32785,0
20.1,381.56861,1.67547,9.53922,0,0,0.32948,0
20.2,383.22837,1.68312,9.58071,0,0,0.3308,0
20.3,384.93201,1.69187,9.6233,0,0,0.33258,0
20.4,386.44681,1.7,9.66117,0,0,0.33367,0
20.5,388.66922,1.70875,9.71673,0,0,0.33592,0
20.6,390.3721,1.71672,9.7593,0,0,0.33646,0
20.7,392.1486,1.72531,9.80371,0,0,0.33873,0
20.8,393.93846,1.73344,9.84846,0,0,0.33953,0
20.9,395.36785,1.74125,9.8842,0,0,0.34173,0
21,397.51427,1.75031,9.93786,0,0,0.34256,0
21.1,398.99065,1.75812,9.97477,0,0,0.34473,0
21.2,400.98974,1.7675,10.02474,0,0,0.34547,0
21.3,402.4771,1.77516,10.06193,0,0,0.34753,0
21.4,404.25756,1.78375,10.10644,0,0,0.3484,0
21.5,406.03094,1.79172,10.15077,0,0,0.35006,0
21.6,407.84506,1.79984,10.19613,0,0,0.35075,0
21.7,409.39199,1.80844,10.2348,0,0,0.35247,0
21.8,411.05174,1.81656,10.27629,0,0,0.35296,0
21.9,412.61516,1.82562,10.31538,0,0,0.35426,0
22,414.21223,1.83312,10.35531,0,0,0.35468,0
22.1,415.94878,1.84219,10.39872,0,0,0.35661,0
22.2,417.63284,1.84969,10.44082,0,0,0.35752,0
22.3,419.50499,1.85844,10.48763,0,0,0.35915,0
22.4,421.00018,1.86672,10525,0,0,0.36017,0
22.5,422.86213,1.87516,10.57155,0,0,0.36211,0
22.6,424.60337,1.88375,10.61508,0,0,0.36342,0
22.7,426.25372,1.89109,10.65634,0,0,0.36522,0
22.8,427.87981,1.90062,10697,0,0,0.36656,0
22.9,429.82092,1.90828,10.74552,0,0,0.36819,0
23,431.61311,1.91719,10.79033,0,0,0.36977,0
23.1,433.32693,1.92531,10.83317,0,0,0.37102,0
23.2,435.37305,1.93375,10.88433,0,0,0.37296,0
23.3,436.83611,1.94203,10.9209,0,0,0.3741,0
23.4,438.36739,1.94969,10.95918,0,0,0.37575,0
23.5,440.19325,1.95844,11.00483,0,0,0.3768,0
23.6,441.90162,1.96656,11.04754,0,0,0.3789,0
23.7,443.82,1.97562,11.0955,0,0,0.38035,0
23.8,445.3144,1.98312,11.13286,0,0,0.38163,0
23.9,447.11209,1.99234,11.1778,0,0,0.38327,0
24,448.78833,2,11.21971,0,0,0.38485,0
24.1,450.73959,2.00797,11.26849,0,0,0.3862,0
24.2,452.29825,2.01687,11.30746,0,0,0.3881,0
24.3,453.92513,2.02469,11.34813,0,0,0.38948,0
24.4,455.86075,2.03406,11.39652,0,0,0.39105,0
24.5,457.27207,2.04125,11.4318,0,0,0.39209,0
24.6,459.27977,2.05062,11.48199,0,0,0.39407,0
24.7,460.78754,2.05844,11.51969,0,0,0.39528,0
24.8,462.67533,2.06672,11.56688,0,0,0.39741,0
24.9,464.25597,2.07516,11.6064,0,0,0.39821,0
25,466.15237,2.08359,11.65381,0,0,0.40019,0
25.1,467.77846,2.09219,11.69446,0,0,0.40144,0
25.2,469.33084,2.09953,11.73327,0,0,0.40319,0
25.3,471.05565,2.10891,11.77639,0,0,0.40456,0
25.4,472.70837,2.11656,11.81771,0,0,0.40607,0
25.5,474.66909,2.12547,11.86673,0,0,0.40753,0
25.6,476.14467,2.13328,11.90362,0,0,0.40905,0
25.7,477.8726,2.14187,11.94682,0,0,0.41066,0
25.8,479.66088,2.15047,11.99152,0,0,0.41217,0
25.9,481.28539,2.15781,12.03214,0,0,0.41368,0
26,482.81508,2.16687,12.07038,0,0,0.4152,0
26.1,484.48266,2175,12.11207,0,0,0.41667,0
26.2,486.16203,2.18391,12.15405,0,0,0.41835,0
26.3,487.92446,2.19156,12.19811,0,0,0.41971,0
26.4,489.59991,2.20031,12.24,0,0,0.42128,0
26.5,491.08728,2.20844,12.27718,0,0,0.4227,0
26.6,492.91709,2.21641,12.32293,0,0,0.4243,0
26.7,494.7375,2225,12.36844,0,0,0.42585,0
26.8,496.18883,2.23359,12.40472,0,0,0.42727,0
26.9,497.93008,2.24266,12.44825,0,0,0.42899,0
27,499.37041,2.24984,12.48426,0,0,0.43014,0
27.1,501.20414,2.25891,12.5301,0,0,0.43219,0
27.2,502.86157,2.26672,12.57154,0,0,0.43325,0
27.3,504.72273,2275,12.61807,0,0,0.43474,0
27.4,506.10038,2.28344,12.65251,0,0,0.43621,0
27.5,507.88866,2.29156,12.69722,0,0,0.43818,0
27.6,509.38856,2.30047,12.73471,0,0,0.43933,0
27.7,511.21605,2.30812,12.7804,0,0,0.44095,0
27.8,512.72144,2.31687,12.81804,0,0,0.44211,0
27.9,514.41491,2.32484,12.86037,0,0,0.44385,0
28,516.33483,2.33375,12.90837,0,0,0.44557,0
28.1,517.67565,2.34172,12.94189,0,0,0.44696,0
28.2,519.52428,2.35016,12.98811,0,0,0.4484,0
28.3,520.88862,2.35844,13.02222,0,0,0.44985,0
28.4,522.58051,2.36641,13.06451,0,0,0.45152,0
28.5,524.35547,2.37531,13.10889,0,0,0.45315,0
28.6,525.93057,2.38328,13.14826,0,0,0.45454,0
28.7,527.6789,2.39266,13.19197,0,0,0.45624,0
28.8,529.49931,2.40016,13.23748,0,0,0.45762,0
28.9,531.08074,2.40875,13.27702,0,0,0.45933,0
29,532.37844,2.41672,13.30946,0,0,0.46026,0
29.1,534.23569,2.42484,13.35589,0,0,462,0
29.2,535.60864,2.43344,13.39022,0,0,0.46349,0
29.3,537.25508,2.44156,13.43138,0,0,0.46513,0
29.4,539.25025,2.45047,13.48126,0,0,0.46662,0
29.5,540.71252,2.45812,13.51781,0,0,0.46797,0
29.6,542.54625,2.46734,13.56366,0,0,0.46966,0
29.7,543.80009,2.47484,13595,0,0,0.47086,0
29.8,545.73962,2.48344,13.64349,0,0,0.47276,0
29.9,547.20193,2.49172,13.68005,0,0,0.47388,0
30,548.83189,2.50016,13.7208,0,0,0.47566,0
30.1,550.38352,2.50875,13.75959,0,0,0.4771,0
30.2,551.9148,2.51625,13.79787,0,0,0.47869,0
30.3,553.83001,2.52562,13.84575,0,0,0.48026,0
30.4,555.29149,2.53328,13.88229,0,0,0.48172,0
30.5,557.09546,2.54219,13.92739,0,0,0.48323,0
30.6,558.48253,2.55016,13.96206,0,0,0.48469,0
30.7,560.36953,2.55859,14.00924,0,0,0.48644,0
30.8,561.61946,2.56687,14.04049,0,0,0.48783,0
30.9,563.24946,2.57469,14.08124,0,0,0.48932,0
31,565026,2.58344,14.12565,0,0,0.49099,0
31.1,566.65284,2.59156,14.16632,0,0,0.4923,0
31.2,568.26635,2.60062,14.20666,0,0,0.49416,0
31.3,569.60797,2.60812,14.2402,0,0,0.49533,0
31.4,571.3508,2.61734,14.28377,0,0,0.49721,0
31.5,573.03878,2625,14.32597,0,0,0.49814,0
31.6,574.47678,2.63297,14.36192,0,0,0.50016,0
31.7,575.85053,2.64172,14.39626,0,0,0.50143,0
31.8,577.77907,2.64969,14.44448,0,0,0.50327,0
31.9,579.36045,2.65906,14.48401,0,0,0.50459,0
32,580.71148,2.66625,14.51779,0,0,0.5059,0
32.1,582.40416,2.67562,14.5601,0,0,0.50754,0
32.2,583.99965,2.68344,14.59999,0,0,0.50912,0
32.3,585.64688,2.69172,14.64117,0,0,0.51097,0
32.4,586.99399,2.70016,14.67485,0,0,0.51228,0
32.5,588.72113,2.70859,14.71803,0,0,0.51385,0
32.6,590.31509,2.71734,14.75788,0,0,0.51511,0
32.7,591.67547,2.72453,14.79189,0,0,0.51664,0
32.8,593.59777,2.73391,14.83994,0,0,0.51813,0
32.9,594.80304,2.74141,14.87008,0,0,0.51972,0
33,596.54196,2.75047,14.91355,0,0,0.52147,0
33.1,597.86551,2.75828,14.94664,0,0,0.52267,0
33.2,599.66166,2.76687,14.99154,0,0,0.52432,0
33.3,601.14115,2.77547,15.02853,0,0,0.52596,0
33.4,602.8174,2.78281,15.07043,0,0,0.52731,0
33.5,604.03673,2.79187,15.10092,0,0,0.52897,0
33.6,605.65732,2.8,15.14143,0,0,0.53045,0
33.7,607.40956,2.80891,15.18524,0,0,0.53196,0
33.8,608.87029,2.81656,15.22176,0,0,0.53339,0
33.9,610.47757,2.82531,15.26194,0,0,0.53514,0
34,611.87558,2.83344,15.29689,0,0,0.53654,0
34.1,613.55964,2.84141,15.33899,0,0,0.53825,0
34.2,615.15593,2.85,15.3789,0,0,0.53953,0
34.3,616.5375,2.85844,15.41344,0,0,0.54111,0
34.4,618.29444,2.86766,15.45736,0,0,0.54264,0
34.5,619.72379,2.87484,15.49309,0,0,0.54411,0
34.6,621.19472,2.88375,15.52987,0,0,0.54571,0
34.7,622.60604,2.89172,15.56515,0,0,0.54716,0
34.8,624.51344,2.9,15.61284,0,0,0.54869,0
34.9,625.65287,2.90844,15.64132,0,0,0.55012,0
35,627.49996,2.91656,15.6875,0,0,0.55173,0
35.1,628.63468,2.92547,15.71587,0,0,0.55339,0
35.2,630.0617,2.93312,15.75154,0,0,0.55482,0
35.3,631.76611,2.94187,15.79415,0,0,0.55637,0
35.4,633.44156,2.94984,15.83604,0,0,0.55773,0
35.5,634.62332,2.95875,15.86558,0,0,0.55955,0
35.6,636.1091,2.96672,15.90273,0,0,0.5608,0
35.7,637.66073,2.97516,15.94152,0,0,0.56255,0
35.8,639.16687,2.98344,15.97917,0,0,0.56388,0
35.9,640.66681,2.99141,16.01667,0,0,0.56554,0
36,642.21136,3.00031,16.05528,0,0,0.5672,0
36.1,643.58353,3.00812,16.08959,0,0,0.56846,0
36.2,645.33497,3.0175,16.13338,0,0,0.57042,0
36.3,646.57782,3.02516,16.16445,0,0,0.57152,0
36.4,648.26347,3.03375,16.20659,0,0,0.57309,0
36.5,649.46637,3.04172,16.23666,0,0,0.57468,0
36.6,651.11672,3.04969,16.27792,0,0,0.57631,0
36.7,652.53433,3.05844,16.31336,0,0,0.57775,0
36.8,653.99976,3.06656,16.34999,0,0,0.57926,0
36.9,655.54669,3.07547,16.38867,0,0,0.58084,0
37,656.79424,3.08312,16.41986,0,0,0.58238,0
37.1,658.43756,3.09234,16.46094,0,0,0.58403,0
37.2,659.98212,3.09969,16.49955,0,0,0.58534,0
37.3,661.45775,3.10844,16.53644,0,0,0.58701,0
37.4,662.77036,3.11672,16.56926,0,0,0.58853,0
37.5,664.36506,3.12516,16.60913,0,0,0.58999,0
37.6,665.74742,3.13375,16.64369,0,0,0.59159,0
37.7,667.06319,3.14125,16.67658,0,0,0.59301,0
37.8,668.78721,3.15062,16.71968,0,0,0.59478,0
37.9,669.96659,3.15828,16.74916,0,0,0.59611,0
38,671.56679,3.16719,16.78917,0,0,0.59786,0
38.1,672.91702,3.17516,16.82293,0,0,0.5993,0
38.2,674.35266,3.18375,16.85882,0,0,0.60084,0
38.3,675.70601,3.19187,16.89265,0,0,0.60223,0
38.4,677.00376,3.19969,16.92509,0,0,0.60409,0
38.5,678.75991,3.20844,16969,0,0,0.60556,0
38.6,680.19084,3.21656,17.00477,0,0,0.6071,0
38.7,681.32868,3.22562,17.03322,0,0,0.60863,0
38.8,682.74396,3.23312,17.0686,0,0,0.60997,0
38.9,684.27837,3.24234,17.10696,0,0,0.61179,0
39,685.7798,3.25,17.1445,0,0,0.61308,0
39.1,687.13943,3.25812,17.17849,0,0,0.61473,0
39.2,688.58918,3.26687,17.21473,0,0,0.6161,0
39.3,689.69103,3.27469,17.24228,0,0,0.61788,0
39.4,691.19404,3.28406,17.27985,0,0,0.61953,0
39.5,692.60462,3.29125,17.31511,0,0,0.62099,0
39.6,694.22205,3.30062,17.35555,0,0,0.62237,0
39.7,695.45005,3.30844,17.38625,0,0,0.62387,0
39.8,696.95385,3.31656,17.42385,0,0,0.62555,0
39.9,698.19828,3.32516,17.45496,0,0,0.62708,0
40,699.70526,3.33359,17.49263,0,0,0.62897,0
40.1,700.96455,3.34219,17.52411,0,0,0.63024,0
40.2,702.31245,3.34969,17.55781,0,0,0.6317,0
40.3,703781,3.35891,17.59452,0,0,0.63341,0
40.4,705.09515,3.36656,17.62738,0,0,0.63467,0
40.5,706.60994,3.37547,17.66525,0,0,0.63668,0
40.6,707.71803,3.38328,17.69295,0,0,0.63784,0
40.7,709.37308,3.39187,17.73433,0,0,0.63965,0
40.8,710.56425,3.40047,17.76411,0,0,641,0
40.9,711.92933,3.40781,17.79823,0,0,0.64259,0
41,713.18634,3.41687,17.82966,0,0,0.64415,0
41.1,714.61257,3.42484,17.86531,0,0,0.64578,0
41.2,716.1689,3.43391,17.90422,0,0,0.6475,0
41.3,717.19075,3.44156,17.92977,0,0,0.6489,0
41.4,718.62484,3.45031,17.96562,0,0,0.65064,0
41.5,719.91631,3.45844,17.99791,0,0,0.65209,0
41.6,721.32214,3.46641,18.03305,0,0,0.65366,0
41.7,722.76094,3475,18.06902,0,0,0.65516,0
41.8,723.91918,3.48344,18.09798,0,0,0.6568,0
41.9,725.18634,3.49266,18.12966,0,0,0.65843,0
42,726.4582,3.49984,18.16146,0,0,0.65973,0
42.1,728.02547,3.50891,18.20064,0,0,0.66136,0
42.2,729.15391,3.51672,18.22885,0,0,0.66305,0
42.3,730.50414,3525,18.2626,0,0,0.66472,0
42.4,731.5652,3.53344,18.28913,0,0,0.66627,0
42.5,732.78067,3.54156,18.31952,0,0,0.66787,0
42.6,734.31819,3.55047,18.35795,0,0,0.66925,0
42.7,735.82041,3.55812,18.39551,0,0,0.67069,0
42.8,736.94652,3.56687,18.42366,0,0,0.6725,0
42.9,738.23011,3575,18.45575,0,0,0.67398,0
43,739.45262,3.58375,18.48631,0,0,0.67576,0
43.1,740.54971,3.59172,18.51374,0,0,0.67719,0
43.2,742.13506,3.60016,18.55338,0,0,0.67887,0
43.3,743.14517,3.60844,18.57863,0,0,0.68037,0
43.4,744.47659,3.61641,18.61192,0,0,0.68204,0
43.5,745.7077,3.62531,18.64269,0,0,0.68361,0
43.6,746.94352,3.63312,18.67359,0,0,0.6852,0
43.7,748.27885,3.6425,18.70697,0,0,0.68686,0
43.8,749.32422,3.65016,18.7331,0,0,0.68856,0
43.9,750.78262,3.65875,18.76957,0,0,0.69005,0
44,751.68773,3.66672,18.79219,0,0,0.69166,0
44.1,753.22837,3.67469,18.83071,0,0,0.69318,0
44.2,754.36621,3.68344,18.85916,0,0,0.6948,0
44.3,755.73213,3.69156,18.8933,0,0,0.69636,0
44.4,756.62551,3.70062,18.91564,0,0,0.69802,0
44.5,757.74533,3.70812,18.94363,0,0,0.69947,0
44.6,758.92629,3.71719,18.97316,0,0,0.70132,0
44.7,760.27648,3.72484,19.00691,0,0,0.70273,0
44.8,761.34303,3.73344,19.03358,0,0,0.70469,0
44.9,762.60394,3.74156,19.0651,0,0,706,0
45,763.91809,3.75016,19.09795,0,0,0.70788,0
45.1,764.94548,3.75859,19.12364,0,0,0.70954,0
45.2,766.0747,3.76625,19.15187,0,0,0.71084,0
45.3,767.50643,3.77562,19.18766,0,0,0.71273,0
45.4,768.4656,3.78328,19.21164,0,0,0.71404,0
45.5,769.87855,3.79219,19.24696,0,0,0.71604,0
45.6,770.76717,3.80031,19.26918,0,0,0.71728,0
45.7,772.15033,3.80875,19.30376,0,0,0.71943,0
45.8,773.0335,3.81687,19.32584,0,0,0.72061,0
45.9,774.29125,3.82469,19.35728,0,0,0.72255,0
46,775.3625,3.83344,19.38406,0,0,0.72408,0
46.1,776.30677,3.84172,19.40767,0,0,0.72566,0
46.2,777.71032,3.85062,19.44276,0,0,0.72738,0
46.3,778.60993,3.85828,19.46525,0,0,0.72872,0
46.4,779.94214,3.86734,19.49855,0,0,0.73066,0
46.5,781.09251,3875,19.52731,0,0,0.73221,0
46.6,782.1003,3.88297,19.55251,0,0,0.73385,0
