tiempo,carga,extension_de_traccion,esfuerzo_de_traccion,deformacion,deformacion_media,desplazamiento_deformacion_uno,desplazamiento_deformacion_dos
3.8,74.75174,0.31719,1.86879,0,0,0.07565,0
3.9,76.27751,0.32453,1.90694,0,0,0.07751,0
4,78.19901,0.33375,1.95498,0,0,0.07969,0
4.1,79.70597,0.34156,1.99265,0,0,0.08153,0
4.2,81.92369,0.35016,2.04809,0,0,0.08357,0
4.3,83.54036,0.35828,2.08851,0,0,0.08526,0
4.4,85.44775,0.36609,2.13619,0,0,0.08721,0
4.5,87.31988,0.37516,2183,0,0,0.08954,0
4.6,89.01805,0.38312,2.22545,0,0,0.09162,0
4.7,90.88,0.39219,2272,0,0,0.09346,0
4.8,92.60559,0.39984,2.31514,0,0,0.09514,0
4.9,94.58587,0.40891,2.36465,0,0,0.09763,0
5,96.18372,0.41656,2.40459,0,0,0.09924,0
5.1,98.41006,0.42484,2.46025,0,0,0.10143,0
5.2,100.0087,0.43328,2.50022,0,0,0.10351,0
5.3,101.70687,0.44141,2.54267,0,0,0.10525,0
5.4,103.55941,0.45047,2.58899,0,0,0.10748,0
5.5,105.43703,0.45766,2.63593,0,0,0.10954,0
5.6,107.41183,0.46719,2.6853,0,0,0.11197,0
5.7,109.07629,0.47484,2.72691,0,0,0.11445,0
5.8,111.00172,0.48328,2.77504,0,0,0.11679,0
5.9,112.52983,0.49156,2.81325,0,0,0.11929,0
6,114.56888,0.49984,2.86422,0,0,0.12174,0
6.1,116.27723,0.50875,2.90693,0,0,0.12359,0
6.2,117.9801,0.51594,2.9495,0,0,0.12576,0
6.3,120.01836,0.52531,3.00046,0,0,0.12804,0
6.4,121.56998,0.53312,3.03925,0,0,0.13025,0
6.5,123.57377,0.54203,3.08934,0,0,0.13266,0
6.6,125.10972,0.54984,3.12774,0,0,0.13427,0
6.7,127.31726,0.55859,3.18293,0,0,0.13631,0
6.8,129.04051,0.56672,3.22601,0,0,0.1384,0
6.9,131.13597,0.57437,3.2784,0,0,0.14042,0
7,132.76753,0.58359,3.31919,0,0,0.14252,0
7.1,134.86143,0.59141,3.37154,0,0,0.14501,0
7.2,136.70614,0.60062,3.41765,0,0,0.14636,0
7.3,138.19194,0.60797,3.4548,0,0,0.14844,0
7.4,140.3219,0.61687,3.50805,0,0,0.15051,0
7.5,142.03259,625,3.55081,0,0,0.15208,0
7.6,144.14922,0.63281,3.60373,0,0,0.15444,0
7.7,145.91792,0.64156,3.64795,0,0,0.15631,0
7.8,147.71953,0.64984,3.69299,0,0,0.15799,0
7.9,149.41142,0.65859,3.73529,0,0,0.16038,0
8,151.30314,0.66625,3.78258,0,0,0.1621,0
8.1,153.21759,0.67516,3.83044,0,0,0.16357,0
8.2,155.00824,0.68312,3.87521,0,0,0.16603,0
8.3,157.19539,0.69172,3.92988,0,0,0.16766,0
8.4,158.83713,0.69984,3.97093,0,0,0.16942,0
8.5,160.88637,0.70844,4.02216,0,0,0.17138,0
8.6,162.59629,0.71719,4.06491,0,0,0.17285,0
8.7,164.3932,0.72453,4.10983,0,0,0.17468,0
8.8,166.46516,0.73359,4.16163,0,0,0.17671,0
8.9,168.10142,0.74172,4.20254,0,0,0.17821,0
9,170.28074,0.75031,4.25702,0,0,0.18045,0
9.1,171.97812,0.75828,4.29945,0,0,0.18186,0
9.2,173.85731,0.76672,4.34643,0,0,0.18364,0
9.3,175.64403,775,4.3911,0,0,0.18561,0
9.4,177.36256,0.78297,4.43406,0,0,0.18713,0
9.5,179.17593,0.79141,4.4794,0,0,0.18888,0
9.6,181.29726,0.79969,4.53243,0,0,0.19082,0
9.7,183.19369,0.80891,4.57984,0,0,0.19257,0
9.8,184.77587,0.81641,4.6194,0,0,0.19381,0
9.9,187.04609,0.82531,4.67615,0,0,0.1959,0
10,188.7184,0.83312,4.71796,0,0,0.19753,0
10.1,190.70181,0.84141,4.76755,0,0,0.19964,0
10.2,192.47442,0.85,4.81186,0,0,0.20121,0
10.3,194.44765,0.85797,4.86119,0,0,0.20283,0
10.4,196.15991,0.86719,4904,0,0,0.20468,0
10.5,198.15429,0.87484,4.95386,0,0,0.20651,0
10.6,200.0476,0.88375,5.00119,0,0,0.20821,0
10.7,201.73087,0.89156,5.04327,0,0,0.20983,0
10.8,203.8616,0.90016,5.09654,0,0,0.21176,0
10.9,205.62245,0.90828,5.14056,0,0,0.21348,0
11,207.30416,0.91672,5.1826,0,0,0.21545,0
11.1,209.11517,925,5.22788,0,0,0.21681,0
11.2,210.89406,0.93281,5.27235,0,0,0.21858,0
11.3,213.03343,0.94219,5.32584,0,0,0.22034,0
11.4,214.64147,0.94969,5.36604,0,0,0.22221,0
11.5,216.79883,0.95875,5.41997,0,0,0.22431,0
11.6,218.27915,0.96656,5.45698,0,0,0.22555,0
11.7,220.37148,0.97516,5.50929,0,0,0.22757,0
11.8,222.1253,0.98328,5.55313,0,0,0.22912,0
11.9,224.01703,0.99109,5.60043,0,0,0.23095,0
12,225.7379,1.00016,5.64345,0,0,0.23262,0
12.1,227.71426,1.00812,5.69286,0,0,0.23439,0
12.2,229.75723,1.01719,5.74393,0,0,0.23597,0
12.3,231.30807,1.02484,5.7827,0,0,0.23787,0
12.4,233.4153,1.03375,5.83538,0,0,0.24,0
12.5,234.86663,1.04156,5.87167,0,0,0.24114,0
12.6,236.82259,1.04984,5.92056,0,0,0.24315,0
12.7,238.7543,1.05828,5.96886,0,0,0.24459,0
12.8,240.4893,1.06641,6.01223,0,0,0.2463,0
12.9,242.59416,1.07547,6.06485,0,0,0.24834,0
13,244.07448,1.08266,6.10186,0,0,0.24959,0
13.1,246427,1.09219,6.16068,0,0,0.25162,0
13.2,248.14866,1.09984,6.20372,0,0,0.25335,0
13.3,249.88994,1.10828,6.24725,0,0,255,0
13.4,251.51365,1.11656,6.28784,0,0,0.25705,0
13.5,253.52605,1.12484,6.33815,0,0,0.25847,0
13.6,255.21326,1.13375,6.38033,0,0,0.26,0
13.7,257.22878,1.14094,6.43072,0,0,0.26176,0
13.8,258.90893,1.15016,6.47272,0,0,0.26344,0
13.9,260.84296,1.15812,6.52107,0,0,0.2651,0
14,262.62577,1.16719,6.56564,0,0,0.26712,0
14.1,264.51515,1175,6.61288,0,0,0.26844,0
14.2,266.45153,1.18375,6.66129,0,0,0.27054,0
14.3,268.05331,1.19187,6.70133,0,0,0.27222,0
14.4,269.85335,1.19937,6.74633,0,0,0.27353,0
14.5,271.73255,1.20859,6.79331,0,0,0.27569,0
14.6,273.44874,1.21625,6.83622,0,0,0.27729,0
14.7,275.52305,1.22547,6.88808,0,0,0.2787,0
14.8,276.94302,1.23312,6.92358,0,0,0.28051,0
14.9,279.02829,1.24203,6.97571,0,0,0.28234,0
15,280.75546,1.25,7.01889,0,0,284,0
15.1,282.84153,1.25797,7.07104,0,0,0.2859,0
15.2,284.56163,1.26656,7.11404,0,0,0.28727,0
15.3,286.33424,1.27469,7.15836,0,0,0.28923,0
15.4,288.2103,1.28359,7.20526,0,0,0.29059,0
15.5,289.85597,1.29125,7.2464,0,0,0.29222,0
15.6,291.8049,1.30016,7.29512,0,0,0.29402,0
15.7,293.54694,1.30812,7.33867,0,0,0.29563,0
15.8,295.53114,1.31672,7.38828,0,0,0.29737,0
15.9,297.27709,1325,7.43193,0,0,0.2992,0
16,299.14062,1.33344,7.47852,0,0,0.30075,0
16.1,300.91635,1.34219,7.52291,0,0,0.30252,0
16.2,302.48915,1.34953,7.56223,0,0,0.30423,0
16.3,304.47568,1.35844,7.61189,0,0,0.30574,0
16.4,306.41756,1.36656,7.66044,0,0,0.30762,0
16.5,308.18861,1.37531,7.70472,0,0,0.30942,0
16.6,309.9581,1.38312,7.74895,0,0,0.31059,0
16.7,311.83648,1.39172,7.79591,0,0,0.31257,0
16.8,313.56288,1.4,7.83907,0,0,0.31391,0
16.9,315.37858,1.40797,7.88446,0,0,0.31591,0
17,317.04695,1.41641,7.92617,0,0,0.31776,0
17.1,318.99353,1.42469,7.97484,0,0,0.31932,0
17.2,320.98165,1.43391,8.02454,0,0,0.3211,0
17.3,322.41496,1.44141,8.06037,0,0,0.3228,0
17.4,324.34352,1.45031,8.10859,0,0,0.32431,0
17.5,325.90611,1.45812,8.14765,0,0,0.3261,0
17.6,327.92869,1.46641,8.19822,0,0,0.32786,0
17.7,329.67387,1475,8.24185,0,0,0.32952,0
17.8,331.51624,1.48297,8.28791,0,0,0.33113,0
17.9,333.42519,1.49219,8.33563,0,0,0.33291,0
18,335.07242,1.49984,8.37681,0,0,0.33452,0
18.1,336.96415,1.50875,8.4241,0,0,0.33631,0
18.2,338.88253,1.51656,8.47206,0,0,0.33788,0
18.3,340.61831,1.52516,8.51546,0,0,0.33952,0
18.4,342.21695,1.53328,8.55542,0,0,0.34127,0
18.5,344.10476,1.54156,8.60262,0,0,0.3429,0
18.6,345.85542,1.55,8.64639,0,0,0.34468,0
18.7,347.73618,1.55781,8.6934,0,0,0.34642,0
18.8,349.76504,1.56719,8.74413,0,0,0.34789,0
18.9,351.13094,1.57453,8.77827,0,0,0.34969,0
19,353.02893,1.58375,8.82572,0,0,0.35139,0
19.1,354.89637,1.59156,8.87241,0,0,0.35288,0
19.2,356.53261,1.60016,8.91331,0,0,0.35471,0
19.3,358.10852,1.60828,8.95271,0,0,0.35625,0
19.4,360.14209,1.61609,9.00355,0,0,0.35798,0
19.5,361.6608,1.62516,9.04152,0,0,0.35969,0
19.6,363.60973,1.63312,9.09024,0,0,0.3613,0
19.7,365.66916,1.64219,9.14173,0,0,0.36314,0
19.8,367.14713,1.64984,9.17868,0,0,0.36435,0
19.9,369.23555,1.65891,9.23089,0,0,0.36641,0
20,370.74094,1.66656,9.26852,0,0,0.3677,0
20.1,372.6687,1.67484,9.31672,0,0,0.36915,0
20.2,374.04636,1.68312,9.35116,0,0,0.37034,0
20.3,375.68104,1.69141,9.39203,0,0,0.37153,0
20.4,377.43642,1.70047,9.43591,0,0,0.37241,0
20.5,378.84854,1.70766,9.47121,0,0,0.37322,0
20.6,380.67445,1.71719,9.51686,0,0,0.37462,0
20.7,382.46587,1.72484,9.56165,0,0,0.37594,0
20.8,384.22595,1.73328,9.60565,0,0,0.37774,0
20.9,385.66238,1.74156,9.64156,0,0,0.37924,0
21,387.53685,1.74984,9.68842,0,0,0.38109,0
21.1,389.18487,1.75875,9.72962,0,0,0.38261,0
21.2,390.92298,1.76594,9.77307,0,0,0.38417,0
21.3,392.9487,1.77531,9.82372,0,0,0.38604,0
21.4,394.67588,1.78312,9.8669,0,0,0.38759,0
21.5,396.29098,1.79203,9.90727,0,0,0.38952,0
21.6,398.12629,1.79984,9.95316,0,0,0.39113,0
21.7,399.9067,1.80875,9.99767,0,0,0.39301,0
21.8,401.5414,1.81687,10.03854,0,0,0.3948,0
21.9,403.27329,1.82437,10.08183,0,0,0.39638,0
22,404.98632,1.83359,10.12466,0,0,0.39797,0
22.1,406.97521,1.84141,10.17438,0,0,0.39972,0
22.2,408.73685,1.85062,10.21842,0,0,0.40144,0
22.3,410.20229,1.85797,10.25506,0,0,0.40296,0
22.4,412.26172,1.86687,10.30654,0,0,0.40495,0
22.5,413.87915,1875,10.34698,0,0,0.40637,0
22.6,415.6745,1.88297,10.39186,0,0,0.40816,0
22.7,417.38679,1.89156,10.43467,0,0,0.40989,0
22.8,419.22755,1.89969,10.48069,0,0,0.41164,0
22.9,420.81131,1.90859,10.52028,0,0,0.41333,0
23,422.47656,1.91625,10.56191,0,0,0.41506,0
23.1,424.32989,1.92516,10.60825,0,0,0.41666,0
23.2,426.15971,1.93312,10.65399,0,0,0.41827,0
23.3,427.72545,1.94172,10.69314,0,0,0.42023,0
23.4,429.51056,1.94984,10.73776,0,0,0.42193,0
23.5,431.36077,1.95844,10.78402,0,0,0.4236,0
23.6,433.24153,1.96719,10.83104,0,0,0.42503,0
23.7,435.00159,1.97453,10.87504,0,0,0.4268,0
23.8,436.35811,1.98359,10.90895,0,0,0.42839,0
23.9,438.42299,1.99156,10.96058,0,0,0.43027,0
24,440.12195,2.00031,11.00305,0,0,0.43161,0
24.1,441.4863,2.00828,11.03716,0,0,0.43349,0
24.2,443.46107,2.01672,11.08653,0,0,0.43548,0
24.3,445.40842,2025,11.13521,0,0,0.43716,0
24.4,446.9044,2.03297,11.17261,0,0,0.43874,0
24.5,448.59005,2.04141,11.21475,0,0,0.4404,0
24.6,450.07351,2.04969,11.25184,0,0,0.44205,0
24.7,452.08591,2.05891,11.30215,0,0,0.44389,0
24.8,453.65319,2.06641,11.34133,0,0,0.44514,0
24.9,455.49399,2.07531,11.38735,0,0,0.44705,0
25,457.04404,2.08312,11.4261,0,0,0.44893,0
25.1,459.0306,2.09141,11.47577,0,0,0.45044,0
25.2,460.46074,2.1,11.51152,0,0,0.45219,0
25.3,462.29293,2.10797,11.55732,0,0,0.45386,0
25.4,463.98952,2.11734,11.59974,0,0,0.45549,0
25.5,465.53719,2.12484,11.63843,0,0,0.45731,0
25.6,467.24477,2.13375,11.68112,0,0,0.45884,0
25.7,469.13023,2.14156,11.72826,0,0,0.46072,0
25.8,470.93262,2.15,11.77332,0,0,0.46243,0
25.9,472.4435,2.15812,11.81109,0,0,0.46426,0
26,474.4567,2.16672,11.86142,0,0,0.46598,0
26.1,475.81396,2175,11.89535,0,0,0.46722,0
26.2,477.47372,2.18281,11.93684,0,0,0.46877,0
26.3,479.43522,2.19219,11.98588,0,0,0.47081,0
26.4,480.76506,2.19969,12.01913,0,0,0.47242,0
26.5,483.07288,2.20875,12.07682,0,0,0.47424,0
26.6,484.32439,2.21641,12.10811,0,0,0.47587,0
26.7,486.20906,2.22516,12.15523,0,0,0.47766,0
26.8,487.51226,2.23328,12.18781,0,0,0.47911,0
26.9,489.30366,2.24109,12.23259,0,0,0.48103,0
27,491.06609,2.25016,12.27665,0,0,0.48266,0
27.1,492.66396,2.25812,12.3166,0,0,0.4844,0
27.2,494.4264,2.26719,12.36066,0,0,0.48615,0
27.3,495.95605,2.27484,12.3989,0,0,0.48751,0
27.4,497.80156,2.28391,12.44504,0,0,0.4895,0
27.5,499.15649,2.29156,12.47891,0,0,0.49111,0
27.6,501.10933,2.29984,12.52773,0,0,0.49301,0
27.7,502.54809,2.30828,12.5637,0,0,0.49469,0
27.8,504.63886,2.31641,12.61597,0,0,0.49611,0
27.9,505.87077,2.32547,12.64677,0,0,0.49808,0
28,507.46943,2.33281,12.68674,0,0,0.49941,0
28.1,509.2389,2.34219,12.73097,0,0,0.50131,0
28.2,510.97702,2.34984,12.77443,0,0,0.50308,0
28.3,512.72456,2.35828,12.81811,0,0,0.50489,0
28.4,514.22212,2.36672,12.85555,0,0,0.50637,0
28.5,515.82232,2.37484,12.89556,0,0,0.50815,0
28.6,517.52441,2.38375,12.93811,0,0,0.50985,0
28.7,519.01098,2.39094,12.97528,0,0,0.51134,0
28.8,520.79847,2.40016,13.01996,0,0,0.51312,0
28.9,522.53581,2.40812,13.0634,0,0,0.51467,0
29,524.22378,2.41703,13.10559,0,0,0.51676,0
29.1,525.49019,2.42484,13.13725,0,0,0.51813,0
29.2,527.43126,2.43375,13.18578,0,0,0.51989,0
29.3,529.02284,2.44187,13.22557,0,0,0.52162,0
29.4,530.5361,2.44953,13.2634,0,0,0.52327,0
29.5,532.31968,2.45859,13.30799,0,0,0.52476,0
29.6,533.97552,2.46641,13.34939,0,0,0.52655,0
29.7,535.38843,2.47547,13.38471,0,0,0.52852,0
29.8,537.05997,2.48297,13.4265,0,0,0.5299,0
29.9,538.82627,2.49203,13.47066,0,0,0.53179,0
30,540.2721,2.5,13.5068,0,0,0.5332,0
30.1,541.98126,2.50797,13.54953,0,0,535,0
30.2,543.55795,2.51656,13.58895,0,0,0.53667,0
30.3,545.36816,2.52484,13.6342,0,0,0.53854,0
30.4,546.90335,2.53359,13.67258,0,0,0.53982,0
30.5,548.3476,2.54125,13.70869,0,0,0.54172,0
30.6,549.90081,2.55016,13.74752,0,0,0.54328,0
30.7,551.71023,2.55812,13.79276,0,0,0.54502,0
30.8,553.33241,2.56672,13.83331,0,0,0.54698,0
30.9,554.64264,2.57484,13.86607,0,0,0.54857,0
31,556.62449,2.58344,13.91561,0,0,0.55049,0
31.1,558.11969,2.59219,13.95299,0,0,0.55189,0
31.2,559.6533,2.59953,13.99133,0,0,0.55369,0
31.3,561.10695,2.60844,14.02767,0,0,0.55512,0
31.4,562.77928,2.61656,14.06948,0,0,0.55682,0
31.5,564.3677,2.62531,14.10919,0,0,0.55863,0
31.6,565.83313,2.63328,14.14583,0,0,0.56016,0
31.7,567.5023,2.64172,14.18756,0,0,0.5622,0
31.8,569137,2.65,14.22843,0,0,0.56358,0
31.9,570.85473,2.65797,14.27137,0,0,0.56523,0
32,572.30373,2.66641,14.30759,0,0,0.56711,0
32.1,573.98309,2.67484,14.34958,0,0,0.5686,0
32.2,575.43754,2.68391,14.38594,0,0,0.57044,0
32.3,576.79247,2.69141,14.41981,0,0,0.57174,0
32.4,578.67318,2.70016,14.46683,0,0,0.57372,0
32.5,579.98658,2.70812,14.49966,0,0,0.57554,0
32.6,581.65104,2.71641,14.54128,0,0,0.57732,0
32.7,583.20896,2725,14.58022,0,0,0.57894,0
32.8,584.64538,2.73312,14.61613,0,0,0.5807,0
32.9,586.47441,2.74234,14.66186,0,0,0.58225,0
33,587.81365,2.74984,14.69534,0,0,0.58388,0
33.1,589.29711,2.75875,14.73243,0,0,0.5855,0
33.2,590.83621,2.76656,14.77091,0,0,0.58702,0
33.3,592.81099,2.77516,14.82027,0,0,0.58909,0
33.4,593.86184,2.78328,14.84655,0,0,0.59055,0
33.5,595.50675,2.79172,14.88767,0,0,0.59233,0
33.6,597.08972,2.8,14.92724,0,0,0.59384,0
33.7,598.42584,2.80781,14.96065,0,0,0.59538,0
33.8,600.24387,2.81703,15.0061,0,0,0.59729,0
33.9,601.71634,2.82469,15.04291,0,0,0.59888,0
34,603.28129,2.83375,15.08203,0,0,0.60041,0
34.1,604.74752,2.84156,15.11869,0,0,0.60213,0
34.2,606.58907,2.85016,15.16473,0,0,0.60381,0
34.3,607.93539,2.85828,15.19838,0,0,0.6054,0
34.4,609.21274,2.86609,15.23032,0,0,0.60749,0
34.5,610.97359,2.87516,15.27434,0,0,0.60919,0
34.6,612.52601,2.88312,15.31315,0,0,0.61044,0
34.7,614.04002,2.89219,15351,0,0,0.61248,0
34.8,615.42862,2.9,15.38572,0,0,0.61383,0
34.9,617.36582,2.90891,15.43415,0,0,0.61599,0
35,618.46054,2.91656,15.46151,0,0,0.61752,0
35.1,620.13837,2.92484,15.50346,0,0,0.61902,0
35.2,621.44548,2.93328,15.53614,0,0,0.6208,0
35.3,623.17732,2.94141,15.57943,0,0,0.62251,0
35.4,624.73682,2.95047,15.61842,0,0,0.62394,0
35.5,626.19047,2.95766,15.65476,0,0,0.62563,0
35.6,627.87607,2.96719,15.6969,0,0,0.62766,0
35.7,629.29764,2.97484,15.73244,0,0,0.62914,0
35.8,630.7615,2.98328,15.76904,0,0,0.63094,0
35.9,632.1846,2.99156,15.80462,0,0,0.63242,0
36,633.83575,2.99984,15.84589,0,0,0.63418,0
36.1,635.21494,3.00875,15.88037,0,0,0.63622,0
36.2,636.73602,3.01594,15.9184,0,0,0.63755,0
36.3,638.24765,3.02531,15.95619,0,0,0.63915,0
36.4,639.80869,3.03312,15.99522,0,0,0.64119,0
36.5,641.40265,3.04203,16.03507,0,0,0.64288,0
36.6,642.57025,3.04984,16.06426,0,0,0.64432,0
36.7,644.18535,3.05875,16.10463,0,0,0.64587,0
36.8,645.88822,3.06687,16.14721,0,0,0.6478,0
36.9,647.24865,3.07437,16.18122,0,0,0.64947,0
37,648.72894,3.08359,16.21822,0,0,0.65116,0
37.1,650.03685,3.09141,16.25092,0,0,0.65294,0
37.2,651.57986,3.10062,16.2895,0,0,0.65453,0
37.3,652.92227,3.10812,16.32306,0,0,0.65599,0
37.4,654.5295,3.11687,16.36324,0,0,0.65785,0
37.5,656.00355,3125,16.40009,0,0,0.65956,0
37.6,657.27229,3.13297,16.43181,0,0,0.66142,0
37.7,658.78709,3.14172,16.46968,0,0,0.66332,0
37.8,660.37709,3.14969,16.50943,0,0,0.66467,0
37.9,661.7093,3.15859,16.54273,0,0,0.66643,0
38,663.25464,3.16625,16.58137,0,0,0.66789,0
38.1,664.50299,3.17516,16.61258,0,0,0.66978,0
38.2,666.10947,3.18312,16.65274,0,0,0.67105,0
38.3,667.94162,3.19172,16.69854,0,0,0.6731,0
38.4,669.12887,3.19984,16.72822,0,0,0.67474,0
38.5,670.45717,3.20844,16.76143,0,0,0.67669,0
38.6,671.91394,3.21719,16.79785,0,0,0.67852,0
38.7,673.11605,3.22453,16.8279,0,0,0.68001,0
38.8,674.92314,3.23359,16.87308,0,0,0.68175,0
38.9,676.12682,3.24172,16.90317,0,0,0.68352,0
39,677.61419,3.25031,16.94036,0,0,0.68501,0
39.1,679.0577,3.25828,16.97644,0,0,0.68667,0
39.2,680.43065,3.26672,17.01077,0,0,0.68862,0
39.3,681.68915,3275,17.04223,0,0,0.69019,0
39.4,683.19612,3.28297,17.0799,0,0,0.69195,0
39.5,684.59259,3.29141,17.11481,0,0,0.69349,0
39.6,686.03843,3.29984,17.15096,0,0,0.69512,0
39.7,687.44114,3.30891,17.18603,0,0,697,0
39.8,688.69889,3.31641,17.21747,0,0,0.69822,0
39.9,690.11259,3.32516,17.25282,0,0,0.7002,0
40,691.44168,3.33312,17.28604,0,0,0.70205,0
40.1,693.00267,3.34141,17.32507,0,0,0.70399,0
40.2,694.18992,3.35,17.35475,0,0,0.7054,0
40.3,695.67179,3.35797,17.39179,0,0,0.70715,0
40.4,697.01732,3.36719,17.42543,0,0,0.70882,0
40.5,698.55172,3.37484,17.46379,0,0,0.71037,0
40.6,699.89488,3.38375,17.49737,0,0,0.71239,0
40.7,700.95826,3.39156,17.52396,0,0,0.7138,0
40.8,702.77401,3.40016,17.56935,0,0,0.71574,0
40.9,703.81779,3.40828,17.59545,0,0,0.71753,0
41,705.6837,3.41672,17.64209,0,0,0.71872,0
41.1,706.6946,3425,17.66736,0,0,0.72078,0
41.2,707.8019,3.43281,17.69505,0,0,0.72232,0
41.3,709.42715,3.44219,17.73568,0,0,0.7242,0
41.4,710.88476,3.44969,17.77212,0,0,0.72587,0
41.5,712.08449,3.45875,17.80211,0,0,0.72766,0
41.6,713.33209,3.46641,17.8333,0,0,0.72907,0
41.7,714.72698,3.47516,17.86817,0,0,0.73125,0
41.8,715.85542,3.48328,17.89639,0,0,0.73267,0
41.9,717.28011,3.49109,17932,0,0,0.73431,0
42,718.86699,3.50016,17.97167,0,0,0.73627,0
42.1,719.95156,3.50797,17.99879,0,0,0.73784,0
42.2,721.70612,3.51719,18.04265,0,0,0.73949,0
42.3,722.60653,3.52484,18.06516,0,0,0.7413,0
42.4,724.34,3.53375,18.1085,0,0,0.74299,0
42.5,725.33442,3.54156,18.13336,0,0,0.74446,0
42.6,726.69093,3.54984,18.16727,0,0,0.74654,0
42.7,728.10068,3.55828,18.20252,0,0,0.74794,0
42.8,729.27382,3.56641,18.23185,0,0,0.74975,0
42.9,730.86387,3.57547,18.2716,0,0,0.75135,0
43,731.72743,3.58281,18.29319,0,0,0.75317,0
43.1,733.27748,3.59234,18.33194,0,0,0.75501,0
43.2,734.43726,3.59984,18.36093,0,0,0.75673,0
43.3,735.83922,3.60828,18.39598,0,0,0.75853,0
43.4,736.96845,3.61656,18.42421,0,0,0.76011,0
43.5,738.34844,3.62484,18.45871,0,0,0.76196,0
43.6,739.72689,3.63375,18.49317,0,0,0.76379,0
43.7,740.66962,3.64094,18.51674,0,0,0.7652,0
43.8,742.17343,3.65016,18.55434,0,0,0.76694,0
43.9,743.3936,3.65812,18.58484,0,0,0.76902,0
44,744.8778,3.66703,18.62194,0,0,0.7708,0
44.1,746.02505,3.67484,18.65063,0,0,0.77224,0
44.2,747.37449,3.68375,18.68436,0,0,0.77414,0
44.3,748.62912,3.69187,18.71573,0,0,0.77586,0
44.4,749.67765,3.69953,18.74194,0,0,0.77757,0
44.5,750.95342,3.70859,18.77384,0,0,0.77937,0
44.6,752.23236,3.71641,18.80581,0,0,0.78096,0
44.7,753.52457,3.72562,18.83811,0,0,0.78283,0
44.8,754.84975,3.73297,18.87124,0,0,0.78447,0
44.9,755.91081,3.74187,18.89777,0,0,0.78647,0
45,757.02202,3.75,18.92555,0,0,0.78785,0
45.1,758.2719,3.75797,18.9568,0,0,0.79006,0
45.2,759.54064,3.76672,18.98852,0,0,0.79163,0
45.3,760.65813,3.77484,19.01645,0,0,0.79337,0
45.4,762.07262,3.78359,19.05182,0,0,0.79495,0
45.5,762.92441,3.79125,19.07311,0,0,0.79657,0
45.6,764.31306,3.80016,19.10783,0,0,0.79848,0
45.7,765.43526,3.80812,19.13588,0,0,0.80014,0
45.8,766.70786,3.81672,19.1677,0,0,0.80207,0
45.9,767.76189,3.82484,19.19405,0,0,0.80385,0
46,769.00711,3.83344,19.22518,0,0,0.80562,0
46.1,770.23352,3.84219,19.25584,0,0,0.80746,0
46.2,771.26166,3.84953,19.28154,0,0,0.80911,0
46.3,772.54372,3.85859,19.31359,0,0,0.81088,0
46.4,773.6024,3.86672,19.34006,0,0,0.81268,0
46.5,774.95109,3.87531,19.37378,0,0,0.81457,0
46.6,775.76293,3.88328,19.39407,0,0,0.81612,0
